,AmazonReview,Response
7405,thank,Positive
7406,bought december havent really used much recently dot send receive messages dots parents live house behind mine father passed away july mom alone recently felt dizzy fell wall unable reach phone told alexa send message got message immediately able help seconds feel better living alone even though steps away dot believe mom could fallen hurt unable message quickli,Negative
7407,oh use much use list groceries connect external speaker music ask questions much,Neutral
7408,purchased senior citizen limited mobility addition plugin controls lights easy access lights listens books free pandora gets personalized news weather liste couple prayers askmybuddy app provides piece mind well app phone set device skills got add new skills find home dont need activate skills easy turn use always exploring responses get newsflash great since skill includes local new,Positive
7409,two use control lights house keep lists play music bluetooth speakers pair one placed end house sensitive enough cover hous,Positive
7410,work well support needed amazon excellent support team readily available kids ball jok,Positive
7411,stars limited functionality yet devices expensive time goes devices become available chang,Negative
7412,echo google home echo much smarter google home fact home awful may return home knows half echo knows i’m really shocked google great company would release sorry product home may get better waste money get ready prime tim,Neutral
7413,you’re planning getting one devices favor pick echo won’t sorri,Positive
7414,let begin saying love thing taking little getting used use like integrates google calendar add entries easily im also waiting smart home devices arrive high hop,Positive
7415,downside small one wish bit personable smarter seem working im really looking forward seeing far go also allowing user set custom activation words would great writing alexa name rest things like computer echo amazon cant rememb,Positive
7416,ive used several virtual assistants alexa far favorit,Neutral
7417,purchased bday gifts children ages use device lot night fall asleep music choice morning awoken alarm features morning overheard daughter ask alexa temperature would today could decide shell wear buying dot kids definitely convinced us need echo family wel,Negative
7418,purchased cambridge soundworks oontz angel speaker son likes turn volume daughter never complained volume level echo dot,Positive
7419,answer every question dont information id prefer answer question time find information easily typing question google good ordering goods involves using ancillary application cell phone extraordinarily complicated amazon app already phone things alexa via echo dot tell time date waste money buy echo dot gift someone like actually thought alexa dot useful things fool dont buy foolish tool,Positive
7420,bought three kids two constantly “on blink” lose connection say odd things don’t respond commands without yelling etc third one isn’t even opened yet holding breath functionality echo haven’t issues i’m really disappoint,Negative
7421,christmas gift software engineer son two low tech folks entertaining piece gear two old fogies learn fun ask questions morning use music working tried skills set smart plug yet turn lights bedroom,Positive
7422,side initially trying use something useful difficult mature people order stuff track stuff using voice older steeper learning curv,Positive
7423,received gift first thing say shocked size thing tiny guess expecting bigger little bigger soda son ask lots stuff dont know yet hes thats surprising answered questions speaker laptop quality playing music put large metal mixing bowl listening music makes huge differ,Negative
7424,bought extension smart home devices voice controlled reached around house speaker nothing like quality fill size amazon alexa aware buying fortunate snag deal honestly wish bought could put one basement well allows yell alexa across house turn lights verify doors lock,Positive
7425,first alexa product ive owned right box impress,Positive
7426,spurofthemoment purchase prime day event thought id give try setup easy alexa helped along way even ready understand fresh box voice training shes getting better recognising acc,Positive
7427,alexa app store place learn skills thus expand functionality prelearnt skills great start amazon generously provides list things try box various forecasting weather day even spelling defining words playing games questions guess number creating todo lists reminders setting alarms course searching web,Positive
7428,really enjoy alexa connect music streaming service alexa app pandora spotify easily ask specific song genre want app youre sure want listen simply ask surpris,Positive
7429,overall alexa really cool shes personal home assistant never thought id w,Positive
7430,skeptical first got house started adding skills quite us,Negative
7431,every morning get ask alexa news get news briefing sources configur,Neutral
7432,also useful kids sharing something set timer x amount minutes make sure share properly fighting set wake alarm morning play games available via skills section started looking home automation seems perfect voice interface controller anyhow lov,Positive
7433,received nd gen echo gift christmas use echo lot found annoying unplug thing take new room got dot bedroom speaker quality obviously good full size still gets job done things need noise machine alarm clock timer lightappliance control etc features use like using daily routine feature especially helpful morn,Neutral
7434,lovehate sometimes want throw wall works it’s great sometimes takes tries sometimes amazon messes back end really gets annoying change way interact someday startrek come hasn’t yet,Neutral
7435,seems like thing gotten worse tried google hands better shortcuts per user basis ridiculous im going try google year hope make systemwide google definitely better dont multiple us,Positive
7436,biggest waste money bought recommended wish never never use alexa biggest creeper ever listens conversations makes comments sometimes unplugged likely donate goodwill doubt anyone would w,Neutral
7437,alexa doesnt know much siri cant answer questions current newsmakers nikki haley asked alexa wiki theodate pope riddle responded couldnt answer question asked halstead farm houses impressionist art cannot circulated lent alexa didnt know either siri provides web references written form alexa cannot believe alexas power limited great flashbriefings weather limited research capability alexa however fits conveniently uncluttered kitchen counter handy morning review ev,Positive
7438,family loves able play dot alexa two year old son loves asking make animal sounds year old loves ability demand music personal favorite able remotely access electronics lighting certain technology wife personal favorite able ask alexa measurement temperature conversions family buying rooms house move alexa hous,Positive
7439,begin artificial intelligence broad term use think youre getting gideon flash youre rather youre getting something along lines voiceactivatedandroidapp,Positive
7440,dont get wrong alexa comes handy quite useful dont fall whole artificial intelligence gig yet apps still works believe make alexa social theres still next barrierblock would utilizing alexas hyperfast searching ability study assistant topic like quantum physics even astrolog,Positive
7441,great product dont expect anything beyond great app mo,Positive
7442,love echo dot use weather news mainly sometimes like play game using skills several hundreds thousands skills choose use echo dot different thing like play role playing game got heard lot people saying loud found false matter fact family sometimes tells turn sound quality excellent responds fast many things little thing cheap compared say video game good value money feels solid well built held hands led ring awesome turns different colors different things good product amazon actually thinking getting another one think everyon,Positive
7443,overall like dot would purchas,Positive
7444,dot mostly lived expectations control smart home devices alarm system thermostat lights works well home intercom since two dots one upstairs one stairs also use mine play music either room using cover whole house also great microphone another room use speak word normal tone picks echos make easy things without fiddle devic,Positive
7445,wish speakers little louder though playing music may get larger echo device accomplish also think many skills lacking may echo issue rather issue companies integrate echo via apps example adjust thermostat temperature cant control fan turn system alarm system arm stay stay entry delay im sure features com,Negative
7446,overall like dot probably buy,Positive
7447,return first echo dot work second one additional user guidance working well learned lower sound bar volume interferes echo dot changes music selections anytime ask change music ask time accurate time mention name blue light comes quietly acknowledge voice waiting instructions still learning mode enjoy product,Positive
7448,dots one kitchen one bedroom one craft room echo family room love house especially use intercom system set play music everywhere highly recommend dot sound fine mine currently connected bluetooth outlets turn lights though routine multiple rooms per schedule hard remember like alexa devic,Positive
7449,teach old dog new tricks took time husband learn turn lights get weather news sports bible passag,Neutral
7450,live split level home put dot main floor near stairs hears us house order nd one behind closed door,Negative
7451,havent problem losing internet except power went think annoying thing replies things tv thinks said name dont hear anything sounds remotely like alexa shell reply replay sent,Negative
7452,yeah get alexa firestick really cool stick always listening like echo dot little girl great secondary unit completely sold alexa last couple years like able walk bedroom tell play wedding song wife walks inalexa play truly madly deeply times need extra brownie points everything alexa whoa sound quality even comparable big one need good volume get big one plug dot sound system love new feature course vs big difference hear anything alexas helping play time yep worth,Positive
7453,ill start con,Neutral
7454,doesnt always react name sometimes doesnt hear asking ignores quest,Neutral
7455,doesnt always know would consider common easy quest,Positive
7456,sometimes slow react ask,Negative
7457,pro,Neutral
7458,easily conects blue tooth speakers hom,Neutral
7459,love tell play music bam,Positive
7460,nice tell turn specific light donewe smart plug,Positive
7461,nice order amazon account ask,Positive
7462,bought amazon prime one room one kitchenliving room physically hooked speakers wasnt using often hooked line bluetooth would cut hooked way speakers hk aura studio bose color soundlink work bluetooth devices took one star bluetooth problems may major drawback people overall great makes utilizing speakers much easi,Neutral
7463,great music daughter loves able get alexa play variety music voice command use music well like alarm timer shopping list features handy cooking kitchen tell alexa add item list middle something view list alexa app store check box alexa app removes item list,Positive
7464,use weather news features lot,Neutral
7465,house came ecobee thermostats older version still able control alexa ecobee skil,Neutral
7466,replaced lamp bulbs porch light lifx color bulbs able turn dim lights alexa using corresponding skill also choosee certain colors alexa control lot colors special effects lifex app lifex bulbs dont require separate hub,Neutral
7467,device functional using already become part everyday routine isnt novelty device go drawer year,Positive
7468,coworkers cannot believe purchased amazon echo echo dot extremely private hate share personal information fact social media account however several echo echo dots throughout home even though hate fact questions use alexa tracked alexa app somewhat disregard smart home features coworkers purchase echo echo dot privacy concern,Negative
7469,love echo dot like fun easy set easy connect smart home device plus enjoy asking alexa questions playing jeopardy getting vegan recipes shopping lists playing music asking adjust temperature list goes feature impressed audio books reading slow unimpressive connect one dot bose soundlink mini ii speaker feature recommend echo dot versus echo speaker main difference echo echo dot using throughout home appears dot picks voice distance echo,Positive
7470,con prime day notice alexa quoted regular price discounted items example kindle voyager oasis discounted alexa quoted regular pric,Positive
7471,voice shopping alexa deals open voice shopping dont time listen numerous offers especially items never purchase example one able customize items interests voice shopping alexa d,Positive
7472,highly recommend devic,Positive
7473,nice thing home good playing music biggest thing use kinda wish got larger one small one doesnt best sound smal apartment sound good quality simply bluetooth phone ans use bluetooth speaker well also headphone jack attach larger sound system needed great gimmick would say cool party tricks good radio,Positive
7474,knowing product wouldnt fulfill auditory search engine needs wish could ask general questions get answers amazon echo besides lack google backed search feature little hockey puck useful timer playing music especially song day telling weather forecast got product prime day sale day shipping shout amazon driver got day would recommend product even normal price automate certain aspects everyday lif,Positive
7475,size echo dot nice works well living roomkitchen time hard time listening im kitchen feet away tv may repeat could also issue dot tv may real issue besides situation speaker echo dot horrible would final outcome listening music recently purchased anker soundcore blue tooth speaker use dot great buy enhances audio dot well id say echo dot main echo device like go ahead pair speaker system echo use dot smaller rooms throughout house fine thats personal prefer,Positive
7476,skeptical purchase alexa like best freaking thing ever bought,Neutral
7477,lot cooking multiple timer function amazing pop head fridge say alexa add eggs shopping list continuing rummage around goes saying things like alexa add stop hardware store todo list,Positive
7478,begin,Neutral
7479,ask tell us calendar time weather conditions jokes even play jeopardy play rock paper scissors even flip coins freaking amazing music come home say alexa play songs x,Negative
7480,best bucks spend,Positive
7481,love thing purchased sale vaux cordless home speaker portable battery also purchased nd gen echo time needless say audio nd gen echo garbage however dot paired vaux speaker absolutely awesome would even go far saying audio much better gen echo better audio ability take anywhere garage back next fire makes setup quite amaz,Positive
7482,part like dot couple things find somewhat annoying first times really yell alexa hear second twice reacts blue without saying anything third alexa lied asked walmart open christmas day said drove wasnt open even specifically mentioned walmart went issues really lik,Negative
7483,echo living room wanted dot bedroom set alarms listen music audiobooks cool mini echo really portable ive taken garage times im working project listen local radio stations listen amazon playlists request themed radio station like led zeppelin radio versatile unit ill probably buy battery pack speaker really take places im huge amazon fan doesnt disappoint,Positive
7484,christmas gift boyfriend loves we’ve using lot lately music general education tells us weather morning mostly use alarm clock got compatible ihome clock go it’s great app set alarm don’t forget later create shopping list even set timers notifications remind stuff later request option call something echo alexa computer believe hoping call “master”,Positive
7485,love three echo dots alexa useful helpful also alexa ecobee thermostat connected together don’t know would without ask questions daily basis also use make lists remind set timer definitely make life lot easier mention like able hear music time throughout house awesom,Positive
7486,amusing new toy put near speaker playing tv radio music start conversation reason based hears gets cats attention funny way,Neutral
7487,needs amp highest vol high enough,Positive
7488,wouldve gotten black wasnt avail time buying white appli,Neutral
7489,somewhat klugey phone integ,Neutral
7490,cable short please stop trying save money cable length,Neutral
7491,stuff works describ,Positive
7492,shipping amazon perfect,Positive
7493,although alexa doesnt understand time ask actor played movie tv character great addition smart home tell alexa lock doors turn lights set alarm comfort nice cozy bed larger home one main area order additional unit one master bedroom one living room work perfectly finebut dont say alexa loud activate found hard way dueling alexa,Positive
7494,fun toy useful wide variety tasks sometimes try command times find right words understand want companion app smart phone tablet give feedback whether echoalexa wanted thus like beta test amazon crowdsourcing feedback improve product add new capabilities every week investment purchas,Positive
7495,enjoy alexa tell freaks times sudden comes without asking several times come playing really hard rock roll dont listen hard rock one day came home one home heard noises upstairs sure enough alexa went one thing doesnt lot answ,Negative
7496,fairly happy first lost connection wifi first thought fluke happened high end wifi g router less feet unit obstructions thing loosing connection happy taking back refund,Positive
7497,another annoyance bias thing shows ask question president instead answering question goes media talking point day wanted cool new device politically bias ai constantly looses wifi apparent reason,Negative
7498,didnt get one know wasnt enough functionality friend bought one could years ago turned lights onoff played music today use mine much capable name games skills number interesting andor silly things still exploring good news talking friend taken new liking device upgrad,Positive
7499,contemplating buying amazon echo decided buy dots instead place multiple rooms best decision ever made floors house purchased two floors share open floor plan whole house cov,Positive
7500,alex everything tell date time weather provide npr news plays song day tells jokes etc even little sarcasm thats okay,Negative
7501,recommend dots multiple spaces speaker super loud dont issues able hear ask play music works lov,Positive
7502,better full size third cost,Positive
7503,speaker sufficient voice music handle playing music cant loud starts distort,Negative
7504,family loves echo dot little gadget made life much easier use cooking timer works well especially hands dirty ask weather every day son loves ask alexa spell things math problems weve downloaded rock paper scissors skill lot fun husband found ask alexa make fart noise obviously live mature people great purchas,Positive
7505,alexa pretty clueless yet kind fun amazon prime music pretty sparse bad selections favorite musicians cant answer simplest questions keep bought two thinking could sync play music audible book different rooms cant keeping hopes future make smart,Positive
7506,really love device many options add device make home smart home im almost overwhelmed options im going start nest thermostat control temperature house get middle night adjust many times get lighting tv hooked well syncing bluetooth stereo breeze use alarm feature wake morning favorite feature appointments reminders set many meetings phone calls like fact reminds due many features choose using alexa app,Positive
7507,echo living room serve house dot master bedroom serve check thing lay pondering bedecho whats agenda tomorrow echo set alarm echo add dog food shopping list,Neutral
7508,love dot nearby able away rest family playing alexa snidely alexa tell jok,Positive
7509,dot throw smooth jazz read kindle pleased price awesome get,Positive
7510,ill keep brief siri things ask says dont know look things ask happy first synced phone announced message waiting girl havent talked year dont trust lol wrong every say something random nowhere listening best feature alarm wake gently saying snooze alarm worth money,Positive
7511,ive echo quite loved except sound felt speaker really adequate poor sound quality dot provides functionality along option adding better speakers sound unit okay voice responses needs added speakers amplification reach true potenti,Positive
7512,update think found perfect speakers edifier rbt dual powered speakers utilize either bluetooth hardwired came right cables connect dot look beautiful sound even better read hardwired provides better sound run,Positive
7513,love echo seriously everything came nicely packaged small doesnt stand like sore thumb living room right use music timers random questions nice know much potential connect future devices garage lights thermostat etc love shoe household turn music dog leave forgot turn ipod would take shoes back run mess ipod yell alexa front door play music convenient cant wait grab bluetooth speakers connect play little louder super happy purchase definitely worth every penni,Positive
7514,nice stuff innovated amazon children loved ask play music talk jokes usually asked weather traff,Positive
7515,felt stuff quite bound amazon service began use amazon music allow play mus,Neutral
7516,one tip sure turn device purchase app investigated little bit seemed echo dot could reorder amazon orders however children still easy ask reorder turn device purchas,Positive
7517,love im glad ive joined smart home market favorite features shopping listtask list music playback enjoy getting use new skills love control smart tv voice end getting xbox skill dont bounce back forth alexa cortana would great love daily briefing makes keeping news much easier itd nice could pause briefing one device pick another room another devic,Positive
7518,amazon echodot review christmas decided join hands free digital assistant revolution ordered two dots echo square foot condo sale back order – projected delivery date january th okay they’re dot echo rush pleasantly surprised receive dots december th echo today january th set super easy already app phone took time dot,Positive
7519,change name dots kitchen dot bedroom dot – st dot nd dot confusing take knows – short operator keyboard maybe find zip codelocation change screen – it’s settings page app four minutes plugging echo realized kitchen dot smidge close updated wake word echo echo sits near tv fix alexa commercial wake up,Negative
7520,streaming spotify super easy – even braceslisp actually i’m pretty amazed even without much voice training well system understands speak softly voice little high new braces mean voicemail systems hang audio customer service menus don’t understand running units easily change radio station playlist either vocally via spotify app i’m sure i’m ready go amazon unlimited yet i’ll play need able create playlists love “radio” stations based single track introduce new artists haven’t seen available music unlimited little disappointed speaker quality dot seems bit tinny connected better existing bluetooth speaker bedroom it’s fin,Positive
7521,two favorite features really simple ones mean lot cook really like cook ask alexa set timer hands full confirms set oh goodness… bake cookies set timer oven mitt panplatepot hand love dot kitchen loud enough hear timer living room dishwasher tv ability add items shopping list whenever think item kitchen living room bedroom – remember ask alexa add item confirms added digging piece paper gets left behind pen opening app phone… sigh i’m feeling rather spoil,Positive
7522,haven’t gotten linked outlets yet soon recently purchased set five outlets two remotes love – imagine much like voice active opt,Positive
7523,one issue – know it’s one others addressed – linked dotsecho options would nice would love ability sync timersmusicalarms echo dot two – course option sync automatic dot child’s room doesn’t need sync’d echo living room – option able sync kitchen timer music get together etc fly would fantast,Positive
7524,otherwise – much fun,Positive
7525,great idea theory purchased husband could play music recovering surgery household prime account since name cant access prime music device could switch account could access music purchased wouldnt able access music purchased called amazon asked could merge accounts answer also cannot apparently one account associated open new account purchase music said also difficult figure music play old enough remember lps want music doesnt work well device like bad nice idea individual device rather linked house stupid,Positive
7526,honestly wasnt good expected time completely misunderstands youll continuously ask stop voice recognition decent could definitely improved also abilities limited asking simple facts might work sometimes usually doesnt ive never used google home imagine would work better simple searches honestly boggled mind fact rarely even works asking give antonyms synonyms word even downloaded skill specifically designed tasks echo still rarely heard correct word spat incorrect definition antonyms dont even both,Positive
7527,works decent good advertised opinion best asset playing music probably smart home features dont,Positive
7528,wasnt really sure really wanted needed bought family christmas gift love use every day timers alarms music always gamesit goes grocery list super convenient scratched surface may think need lov,Positive
7529,overall neat thing still ways expensive use smart house features price great little helper around house setup little clunky special problems purchased vacation initially used got back home time trying tell device linger vacation sit,Neutral
7530,suspect find uses move ahead hope parrot doesnt learn say alexa potentially causing much grief andor financial surpris,Negative
7531,entire family blast echoes love much ended buying six put throughout entire house i’m surprised often use day every day,Positive
7532,use ask weather update shopping list create timers play music frequently also bought several smart plugs love controlling drop function works pretty good intercom,Positive
7533,complaint amazon app terrible it’s slow lots delays patient you’re changing settings configuration put it’s worth get set going pretty amazing fyi google home mini much louder speaker definitely recommend attaching echo external speak,Neutral
7534,echo dots one bedroom basement family room sound quality good already intended bluetooth speakers already owned sound great full size alexa kitchen love able use intercoms dropping rooms talk call family dinner dot great bedside table use alarm clock find weather mostly use intercom,Positive
7535,much like concept product much hate product year tomorrow recognition gotten progressively worse last months randomly says things even absolutely sound room purchased google home black friday excited see works certainly cant worse echo dot contact amazon issue told keep training year training didnt good asked replacement warranty refus,Negative
7536,bought dot bedroom purchasing larger echo living room,Neutral
7537,works good disappointed read review couldnt play music dot incorrect,Neutral
7538,tell dot everything echo smaller speak,Neutral
7539,best items ive owned long tim,Positive
7540,long smart phone thats compatible echo brain,Positive
7541,tp smartlink plug im using dot floor lamp going make life much easi,Neutral
7542,daughter wants dot room everyone comes house loves alexa,Positive
7543,part love dot husband bought one kids got bluetooth speakers really wish gotten one sound quality bad said absolutely love set reminders medication times alarms wake grocery lists medical appointments birthday reminderson definitely appreciate intercom feature saves lot yelling top lungs dont like must careful wording command shes specific also kid dog husbandanyone whos name remotely resembles alexawell may want skip product turns commercials echo dot loud sometimes obnoxious parrot caused come awake inappropriate times welllets face anytime parrot commanding ai appropriate overall genuinely dig echo dot would never bought glad husband knows better know,Positive
7544,purchased mainly use home office run xmsirrus others commented way run another device bluetooth dot working solution xm app sure cannot done aspects unit work advertised used game apps skills work fine set local news weather nice feature volume good application also direct hooked speaker works well tried bluetooth speaker well works well worth price one could see maybe even dots around,Positive
7545,nd dot home plan andor different versions echo home go problems either devices easy set use bit learning curve learned quickly phrasing needs used get best responses alexa easy enough parents one enjoy well tech savvy means mom especially enjoys getting weather updates multiple times day,Positive
7546,interfaces nice automation systems like iris hue im used siri apple devices echo seems bit basic comes obtaining information information seems packaged like ask temperature get bunch undoubtedly improve time lot addon apps usually tell alexa tell app something eg alexa tell app name something gets bit annoying certainly makes device extensible im sure end couple around house near future handy set timers alarms really convenient conversions get better tim,Positive
7547,really like echo dotit works perfectly cool way cooperates new kindle hd ask alrxa get weather reports top news briefing jokes everyday plan hook christmas tree christmas tree train smart sockets also bought grandson say alexa please turn christmas tree alexa please turn christmas tree train alexa please play christmas music cant wait im going get one mom,Positive
7548,size speaker quite loud far never missed said times ive misspoken commands would like im hoping development side things natural way speaking rather style dialog sometimes get echo control devices get things don,Negative
7549,im overly impressed music subscription option though would like ability play playlist rather randomly shuffl,Positive
7550,echo dot seems harder hearing regular echo hears like device functionality hence bought second device use another room house bit annoying yell one device thats feet away use normal speaking voice feet away nearidentical piece tech another room mostly use connectivity audible weather sleepregular timers like additional skills features ad,Positive
7551,im getting spoiled love alexa shes great help kitchen well terrific dj google still wish would get easier command dont tongue trip every time try say ok google vote naming gigi cortana alexa get almost answer need without get flour electronics lol,Positive
7552,start every day good morning alexa followed timer brew coffee morning haiku wait shuffling playlists day definitely worth money wish splurged full sized echo little dot awesom,Positive
7553,believe biggest disadvantage vs google mini specific requests alexa also conversational device followup questions asked brand new request example would asked alexa hours wells fargo x location comes back saying dont know answer tell hours loc,Negative
7554,defaults telling hours another wells fargo,Neutral
7555,beyond good help source information virtual assistant remind,Positive
7556,purchased echo dots could automate turning lights playing music using voice commands loving also purchase wifi plugs plug lamps could automate using bluetooth speakers wirelessly connect echo dots playing music time also connect one echo dot denon audiovideo receiver could play music wanted well far breeze set worked wel,Positive
7557,half time ask alexa play certain music response im trouble hearing whereupon unplug replug device sudden hear amazing since happens withing minutes also experience response cant find whatever artists request even though found played many times great works interchange alexa still needs much don,Positive
7558,already echo living room find useful bought echo dot bedroom replace alarm clock love ask time trouble turning alarm voice command yell hear alarm like starting morning sound quality better expected alarm issue great way start morning weather reports current news music voice request away,Negative
7559,seeing well alexa worked could living room decided wanted something home office ordered device plugged spare input computer speakers nice sub woofer needless say star rating met expectations since thin ordered two dots one wifes office another bedroom got ride large radio bedside table alarm clock yes pleased alexa dot,Positive
7560,love alexa echo dot alexa awesome reason rate alexa stars needs improvements kindle audible books working properly alexa refuses read link provided resolve issues wish amazon app troubleshooting alexa self diagnose repair hopefully future otherwise alexa great chatterbox loves play knock knock jokes shes good mood congratulations amazoncom alexa rated number one new hottest item market cant wait useful skills added glad decided purchase alexa useful entertain,Positive
7561,love alexa two echo dots love convenience use dot alarm sleep timer start day reads podcasts books aloud keeps updated news weather keeps connected family members near far feel lot near dropin listen music dot well even though say quality isnt great echo space living works great,Positive
7562,price good option companion home theres quite questions alexa doesnt know answer gets confused cant speak languages like google yetvolume good like said decent companion home easy ask weather news simple questions things make life little easier also search music ask around nice around havent enough experience see cool things dont know experience far,Positive
7563,im trouble understanding right frequent response interactions works nice alarm goes get message much stops responding message frustrating unit bedroom within meters wifi transmitter fast cable connection experienced problems devic,Neutral
7564,got device replace clock radio like listen outofstate radio stations get good sound bluetooth connected bose speak,Positive
7565,problem frequent becoming failures understand right failed five attempts interact within last minut,Negative
7566,lot bad luck amazon devices worst good basic function unreli,Neutral
7567,update oct,Neutral
7568,worsening frequency problems original echo still working fine dot near worthless nothing like setting alarm unable stop unplug unit near daily “i’m trouble understanding” message seems drop wifi connection regularly worth discounted price certainly trying newest version good amazon prime music device cannot relied work,Negative
7569,gift christmas last year didnt much expect,Neutral
7570,like fact connect speakers turns works great music player play music amazon music pandora tunein services free also play music anywhere else bluetooth music use making shopping list setting timers making shopping list convenient home phone app slow takes time open lists store work improving phone app,Positive
7571,hardware good hearing distance even another room good enough understanding however heard many stories turns music middle night nobodys home prefer keep time turn want us,Positive
7572,bought two amazon prime day deals havent mastered yet learning echo alexa process figuring best utilize homethere many options happy get though know capable cant everything want use way save time complete tasks assign also scary relying technology things always done new era everyone use assist,Positive
7573,love echo dot arrived yesterday ive using day night easy set alexa great assistant playing music reading books reporting news keeping track appointments calendar live trilevel home plan buy two echosone level wish cordless,Positive
7574,ten stars would give got alexa christmas gift brother next front seats andrea bocelli concert best gift ive ever received ive told everyone roommatei talk lot wanna know news today weather time ca particular measurements musicof kind spelling anything hundreds thingsi ask new pal alexa love thing much hard believe would thought would cost anywher,Positive
7575,still getting used life dot like far love able play amazon music directly needing phone alarm clock feature alone improved life ways explain one review also surprisingly usful calculator function easier ask alexa toggle back forth calculator apps phone makes balencing books budgeting much easier know lot things used far updated changed wifi password cant get back line want set alarm,Positive
7576,love device purchased couple tplink smart bulbs control echo dot works great speaker extremely loud could distorted maxed types music thats expected due size want something loud clear say large room party environment get larger echo instead overall mics pick well issues understanding speech wife kids would definitely recommend others get,Positive
7577,absolutely love amazon echo th one also given several gifts first “white” one purchased wanted kitchen hoped would blend wall works great exactly pictured cannot figure top white well wanted sides white would bought holder old on,Positive
7578,bad didn’t look closely pictur,Negative
7579,product change way live houses fun getting know alexa got sale even regular price worth money easy set worked bluetooth devices tried pair got one package bose soundtouch speaker works great real issue playlist names im still working highly recommend echo dot scale whatever needs new products coming tim,Positive
7580,love dots used mostly making lists setting reminders timers playing music paired bluetooth speakers however drop feature hoped use home intercom system still needs work quirky sometimes alexa stops responding needs unplugged work,Positive
7581,love dots first second generation one use one bedroom alarm clock nice tell alexa time want get also nice ask questions lying bed like time whats weather outside one family room gets asked random questions everyone easier googling time phones tablets full size echo kitchen shes used music controlling lights nest thermostat cooking timer really happy part famili,Positive
7582,used year dot keeps disconnecting tried factory reset still problem go whole setup connects fine soon give voice command puck freezes shows red ring saying lost connect,Negative
7583,seems like time getting replacement amazon stuck dead puck,Negative
7584,worked pretty good worked kids fun asking questions play mus,Positive
7585,amazon echo dot definitely worth device makes life much easier setup simple quick alexa skillsare fun helpful connected bluetooth speaker amazon account makes reordering items easy sound quality actually pretty nice exyremely loud loud enough hear anywhere standard room problem alexa cant answer follow questions adds extra step trying find depth answers isnt suxh problem would even take away star,Positive
7586,go christmas gift year giving away one bedroom echo living room using plugs control lights home well fugured bulbs expenvie likely go quickly one work office love dot,Positive
7587,wasnt sure would useful something used week got tired better could hoped love drop feature set multiple timers voice cooking set reminders kids turn playlists voice play games use nightlight im still discovering else even change wake word computer say computer open captains log keep voice diary im nerd heaven,Positive
7588,love echo dot playing music great little speaker easy hook puts pretty good sound dont love app goes seems little clunky hopefully improve time app doesnt bother enough give fewer stars look forward uncovering full potential cool little speak,Positive
7589,amazon echo dot amazing price could get away charging product easily would say worth price alexa easily hear across room completely different rooms dont music playing helps hardwood floors dot everything echo including stream music loudest streaming works fine bedroom theyve included mm aux jack rear dot easily connecting sound system pair dot cellphone bluetooth capable device stream music direct dont prime music would nice alexa could play music apple music vie voice command unfortunately supported must select songs manually use hey siri iphone plugged charg,Positive
7590,ive got two new version dots house perform exactly howev,Neutral
7591,goodness echoalexa functionality voice responsiveness subpar compared dot version much appears technological corners cut version consistently takes two three attempts get alexas attention version alexa responds first try every time alexa training location voice volume network latency less sensitivity new dots microphones andor circuitry bother certainly frustrating deal bust,Negative
7592,dot weeks really like also amazon show looking great sound quality thing forget could always hook speaker want play music besides asking stuff making turn appliances use intercom system talk room room get white cheaper black really dont care color make skins anyway ever wanted chang,Positive
7593,originally bought dot sale wanted didnt expect would use much except fun quickly became go assistant especially like grocery list dot better writing leaving home list phone like read audible books play music like play sleep sounds like nature sounds easy set alarms grandchildren like play games use lot expected fun thing also us,Positive
7594,echo dot everything say use mainly play music master bath workout room nice thing bluetooth connection good moving remote speaker room room hasn’t issue take note speaker inside dot small sounds like mid level cell phone pairing nice bluetooth speaker best way go also it’s best keep remote speaker feet away dot music turned prevent hearing “alexa” voice command,Positive
7595,wonderful gadget one find useful tool owned use time online resource information great cooking control smarthome devices including dish satellite receiver amazon adding new functionality device time lately started use access sirius satellite radio simply ask play specific sirius channel bingo channel plays echo device would buy fact plan purchasing another den,Positive
7596,alexa done lately much,Neutral
7597,idea great speak things done anything getting answers todays weather placing order amazon turning lights youve paid ability smart light switch bulb,Positive
7598,unless spend bunch additional money truly automate home really novelty fun novelty yes certainly necessity yet,Positive
7599,works great playing nature sounds night new born set nest thermostat work echo tell switch temp kids go nuts plays alexa endless robot music year old boy princess frozen music year old daughter also nice listen joy fm tells outside temp etc nice product also kind creepy it’s recording listening sometimes somehow even without saying hey alexa triggers talk look litted alexa wonder trigg,Positive
7600,tech tried hooking internet one hour echo dot kept say,Neutral
7601,couldnt connect internet even though phone computer working fin,Neutral
7602,even reset ive given tired trying ive tried many times tech would,Negative
7603,purchase on,Neutral
7604,alexa needs work truly useful device right use voice activated music power smart devices — much difficult enough use memorize commands really benefit full functionality intuitive still handy weve enjoyed thus far,Positive
7605,purchased sale christmas gifts still waiting see recipients liked love mine new small round one screen awesome set easy works great fun toy convenient electronic assistant gave less stars sound quality playing prime music isnt best guess id need expensive version use bose speaker want hear mus,Positive
7606,want like liking doesnt keep listen,Positive
7607,alexa alexa half time doesnt get right idea talk,Positive
7608,may times something tv cause wake say weird crap reason,Negative
7609,bought logitec hub still issues turning ir stuff also thinks turned ir device fix onoff,Negative
7610,obviously works well new wifi enabled item,Positive
7611,use dot less less days alexa simply smart many gibberish answers sometimes activates totally commanded awake annoy,Negative
